IMG_ID,Class
./data/anxiousPluto/frame21.jpg,0
./data/anxiousPluto/frame210.jpg,0
./data/anxiousPluto/frame212.jpg,0
./data/anxiousPluto/frame213.jpg,0
./data/anxiousPluto/frame214.jpg,0
./data/anxiousPluto/frame219.jpg,0
./data/anxiousPluto/frame22.jpg,0
./data/anxiousPluto/frame221.jpg,0
./data/anxiousPluto/frame223.jpg,0
./data/anxiousPluto/frame225.jpg,0
./data/anxiousPluto/frame226.jpg,0
./data/anxiousPluto/frame227.jpg,0
./data/anxiousPluto/frame229.jpg,0
./data/anxiousPluto/frame230.jpg,0
./data/anxiousPluto/frame232.jpg,0
./data/anxiousPluto/frame234.jpg,0
./data/anxiousPluto/frame235.jpg,0
./data/anxiousPluto/frame236.jpg,0
./data/anxiousPluto/frame237.jpg,0
./data/anxiousPluto/frame238.jpg,0
./data/anxiousPluto/frame239.jpg,0
./data/anxiousPluto/frame241.jpg,0
./data/anxiousPluto/frame242.jpg,0
./data/anxiousPluto/frame244.jpg,0
./data/anxiousPluto/frame245.jpg,0
./data/anxiousPluto/frame247.jpg,0
./data/anxiousPluto/frame250.jpg,0
./data/anxiousPluto/frame253.jpg,0
./data/anxiousPluto/frame254.jpg,0
./data/anxiousPluto/frame257.jpg,0
./data/anxiousPluto/frame258.jpg,0
./data/anxiousPluto/frame261.jpg,0
./data/anxiousPluto/frame265.jpg,0
./data/anxiousPluto/frame266.jpg,0
./data/anxiousPluto/frame268.jpg,0
./data/anxiousPluto/frame269.jpg,0
./data/anxiousPluto/frame270.jpg,0
./data/anxiousPluto/frame271.jpg,0
./data/anxiousPluto/frame3.jpg,0
./data/anxiousPluto/frame30.jpg,0
./data/anxiousPluto/frame31.jpg,0
./data/anxiousPluto/frame34.jpg,0
./data/anxiousPluto/frame36.jpg,0
./data/anxiousPluto/frame37.jpg,0
./data/anxiousPluto/frame38.jpg,0
./data/anxiousPluto/frame4.jpg,0
./data/anxiousPluto/frame40.jpg,0
./data/anxiousPluto/frame41.jpg,0
./data/anxiousPluto/frame42.jpg,0
./data/anxiousPluto/frame44.jpg,0
./data/anxiousPluto/frame45.jpg,0
./data/anxiousPluto/frame46.jpg,0
./data/anxiousPluto/frame5.jpg,0
./data/anxiousPluto/frame50.jpg,0
./data/anxiousPluto/frame51.jpg,0
./data/anxiousPluto/frame52.jpg,0
./data/anxiousPluto/frame53.jpg,0
./data/anxiousPluto/frame54.jpg,0
./data/anxiousPluto/frame56.jpg,0
./data/anxiousPluto/frame57.jpg,0
./data/anxiousPluto/frame6.jpg,0
./data/anxiousPluto/frame72.jpg,0
./data/anxiousPluto/frame73.jpg,0
./data/anxiousPluto/frame75.jpg,0
./data/anxiousPluto/frame76.jpg,0
./data/anxiousPluto/frame77.jpg,0
./data/anxiousPluto/frame78.jpg,0
./data/anxiousPluto/frame79.jpg,0
./data/anxiousPluto/frame81.jpg,0
./data/anxiousPluto/frame82.jpg,0
./data/anxiousPluto/frame88.jpg,0
./data/anxiousPluto/frame89.jpg,0
./data/anxiousPluto/frame93.jpg,0
./data/anxiousPluto/frame97.jpg,0
./data/anxiousPluto/frame98.jpg,0
./data/notAnxiousPluto/IMG_0503.JPG,1
./data/notAnxiousPluto/IMG_0505.JPG,1
./data/notAnxiousPluto/IMG_0506.JPG,1
./data/notAnxiousPluto/IMG_0508.JPG,1
./data/notAnxiousPluto/IMG_0509.JPG,1
./data/notAnxiousPluto/IMG_0510.JPG,1
./data/notAnxiousPluto/IMG_0512.JPG,1
./data/notAnxiousPluto/IMG_0513.JPG,1
./data/notAnxiousPluto/IMG_0514.JPG,1
./data/notAnxiousPluto/IMG_0516.JPG,1
./data/notAnxiousPluto/IMG_0517.JPG,1
./data/notAnxiousPluto/IMG_0518.JPG,1
./data/notAnxiousPluto/IMG_0520.JPG,1
./data/notAnxiousPluto/IMG_0521.JPG,1
./data/notAnxiousPluto/IMG_0522.JPG,1
./data/notAnxiousPluto/IMG_0523.JPG,1
./data/notAnxiousPluto/IMG_0524.JPG,1
./data/notAnxiousPluto/IMG_0526.JPG,1
./data/notAnxiousPluto/IMG_0527.JPG,1
./data/notAnxiousPluto/IMG_0528.JPG,1
./data/notAnxiousPluto/IMG_0530.JPG,1
